AA	總論{{一}}
ZZ	太和絪縕, 天地設位, 化生萬物而人位乎其中, 三才立矣. 夫人之一身與天地同流, 上部法天, 主胷已上至頭之有疾; 中部法人, 主膈下至臍之上有疾; 下部法地, 主臍以下至足之有疾. 昔黃帝興問於前, 而秦越人演義於後, 理意宏深, 卒難明曉. 爰及賢哲閒生, 互相祖述, 載之方冊, 班班可攷. 然措辭立說, 各顯其能, 未免彼是而此非, 甲可而乙否, 後學寧無惑焉. 予嘗伏讀聖經, 探賾玄微, 參以諸家之善, 立爲五常大論, 法先聖之遺文, 爲後人之龜鑑. 其文自頂至踵, 四末五官, 由中及外, 五藏六府, 區分類析; 至於經絡之循環, 氣脉之交涉, 粲然靡所不載. 揆之於前, 頗爲詳備, 非曰能之, 願共學焉. ○髓者, 精之根, 命之元也. 精者, 血之本, 神之苗也. 萃五味之英, 集五氣之和, 融結而爲之. 夫五臟皆有精, 而內舍於腎, 以育百骸; 諸骨皆有髓, 而上屬於腦, 以鎭諸陽. 故腎爲精之舍, 腦爲髓之海也. ○頭者, 諸陽之會, 上丹產于泥丸內, 則百神之所輯, 爲一身之元首也. 手之三陽, 從手至頭, 足之三陽, 從頭走足, 六陽之脉會於頭閒, 是以頭痛多屬於陽也. 陰病亦有頭痛者乎? 盖諸陰之脉皆行至頸ㆍ胷中而還, 不上循頭. 獨厥陰肝脉上入頑顙, 連目系, 上出額, 與督脉會於巓. 內經曰: 頭痛巓疾, 過在足少陽ㆍ厥陰, 甚則入肝. 又有病頭痛連齒, 時發時止, 數歲不已者, 由寒氣內至骨髓, 骨髓者以腦爲主, 腦逆故令頭痛齒亦痛, 此腎所生病也. 諸陰經並無頭痛, 唯肝腎二經有者, 由此故也. ○面者, 人神之牖也. 上布五嶽, 分列五官, 以屬五藏. 目者肝之官, 主鑑辨五色; 鼻者肺之官, 主吸引五臭; 口者脾之官, 主嗜食五穀; 舌者心之官, 主品嘗五味; 耳者腎之官, 主分別五音. 五官旣具, 則一身之精神皆備於面矣. 內經云: 女子六七面皆焦, 丈夫六八面始焦, 由陽明氣衰於上也. 以其手陽明支脉, 直而上頸貫頰, 入下齒縫中, 還出俠口, 交人中, 左之右, 右之左, 上挾鼻孔. 足陽明之脉, 起於鼻交頞中, 傍約太陽之脉, 下循鼻外, 入上齒縫中, 還出俠口環唇, 下交承漿, 却循頤後下廉, 出大迎, 循頰車, 上耳前, 過客主人, 循髮際, 至額顱. 難經云: 人面獨能耐寒者, 以其諸陽之脉皆上至頭耳. 黃帝於面焦髮墮獨言陽明而不言諸陽者, 盖諸陽之脉雖上循頭, 而不若陽明之脉維絡于面也. 合二經而攷之, 可識經脉之循環, 驗氣血之消長也. 苟情動於中, 邪淫於外, 形色有變, 皆見於面, 不可槪擧. ○頸項者, 諸陽輻湊之地. 六陽之脉, 皆自肩頸出入缺盆, 下絡五藏. 所以古人取人迎動脉於頸閒, 以候五藏六府之氣有餘不足也. 其爲病則不一, 或頸項強痛不可回轉, 或頸項痛而嗌乾, 或頸項痛連入缺盆, 則各隨其經脉所屬而爲病焉. 至于九瘺ㆍ瘰癧ㆍ癭瘤多生於頸項者, 亦由經脉之所聚也. ○肩者, 六陽之脉與陽維之會皆走於肩而相交會, 循肩上下. 因知肩爲諸陽之道塗, 筋骨之樞會, 故能任重負戴. ○背{中:중!문맥상 ‘者’로 쓰여야 할 것 같음}, 胷中之府, 諸陽受氣於胷中而轉行於背. 經云: 人身之陰陽者, 背爲陽, 腹爲陰. 故五藏六府之腧皆在於背也. ○臑者, 臂節也, 穴名曰天府. 肘者, 手腕也, 穴名曰尺澤. 臂者, 從肩至掌, 統而言之也. 夫手之三陰三陽, 皆循臂前後廉上下往來, 或由中而行, 故爲病大同而小異, 用藥亦可以兼理, 灸之刺之則各隨其經也. ○腋者, 掖也. 手三陰之脉與足少陽之脉循腋上, 下故爲病則腋多腫痛. 靈樞經曰: 手太陰之脉, 從肺系橫出腋下; 手少陰之脉, 從心系却上肺, 出腋下; 手厥陰之脉, 循胷出脇上, 出腋下; 足少陽之脉, 則從缺盆下腋, 循胷中, 過季脇. 凡此四經, 或橫出腋下, 或循腋上下別行, 各有其道也. 人有患胡臭漏腋者, 古方共爲一病, 以理攷之, 其證不一. 胡臭者, 多因勞逸汗漬, 以手摸而嗅, 致淸氣道中受此宿穢, 吸上泥丸, 散入百脉, 多相沾染, 忌之爲得. 漏腋者, 由食啖五辛太過而有所發, 致湊理不密, 其汗則自腋下泄出, 浥{又:우!문맥상 ‘浥’으로 쓰여야 할 것 같음}而濕, 汚衣數重皆透, 臭不可近. 夫胡臭漏腋皆腋中之疾, 雖不傷人命而害人身, 奉親事君乃至交遊皆非所宜, 脩身之士務爲淸潔者, 偶得此患, 不可不思有以去之. ○脇者, 左右腋下也. 肋者, 脇骨也. 肝膽二經交會於此, 是以脇痛多屬肝膽也. 難經云: 藏會季脇. 季脇在軟肋之際, 其端有穴, 名曰章門, 直臍傍二寸八分, 是脾之募, 足少陰ㆍ厥陰所會也. 凡熱病在內者, 則取其穴之所會, 以去其疾也. ○膈者, 革也. 自心肺之下, 有膜與脊ㆍ脇ㆍ腹周回相着如幕, 以遮蔽濁氣不上熏於心肺. 所謂膻中者臣使之官, 喜樂出焉. 膻中在兩乳閒, 爲氣之海, 以分布陰陽, 志和氣達則喜樂由生. 又云: 膈肓之下, 中有父母. 膜肓之上者, 氣海居焉. 氣者生之原, 命之主, 故氣海爲人之父母. 肓膜謂心肺之閒也. ○臍者, 齊也. 根源本始生成之處, 沖和凝結之氣通而稟受生焉, 有生生不窮之義. 及其形質已具, 分誕有期, 則如匏瓜桃李, 臍乾而蔕脫矣. 是以號爲神闕, 前當腸胃, 後直腎兪, 爲天地中分. 黃庭云: 兩部水王對生門. 又云: 後有密戶前生門. 生門者, 臍也. 嬰兒在母腹中, 取氣於臍管, 母呼亦呼, 母吸亦吸, 正與密戶相對, 所謂臍者如此. 況臍之上下左右, 乃腸胃盤曲會聚之所, 經所以言五藏之動氣發於臍之上下左右也. 足陽明衝脉皆俠臍, 而督脉貫臍中央. 臍或凸出者, 水氣積於脾元. 臍腹㽲痛者, 寒邪傷於下藏. 不可不知. ○腰挾脊而居, 前與臍平, 爲前後分. 足少陰之脉貫脊, 足太陽之脉抵腰, 故腰者腎之外候. 腰半以上同天之陽, 腰半以下同地之陰, 腰爲陰陽之界也. 腰當人身之中, 任罄折俛仰之勞, 設或氣鬱於內, 邪干於外, 皆致腰痛, 當以脉之與證驗之. 至于房勞疲力, 耗竭精氣, 墜墮惡血, 留滯經絡, 與正氣衝擊, 傴僂重腫, 痛引季脇, 謂之{曁=䐴@『諸病源候論』}腰痛. 或作勞汗出, 衣裹冷濕, 久久得之, 腰冷如水, 身重不渴, 小便自利, 食飮如故, 腰以下如帶五千錢, 謂之腎著腰痛. 治之各有法. 內經云: 腰者腎之府, 轉搖不能, 腎將憊矣. 嗚呼, 腰痛屬外候, 猶有不可治者, 深可歏矣. ○二陰者, 前後便也. 難經云: 大腸小腸會爲闌門. 言闌約水穀, 從其泌別者也. 其穀自小腸承受於闌門以分別也, 其水則滲灌入於膀胱上口而爲溲便, 若穀之滓穢則自闌門而傳道於大腸, 故曰下焦在膀胱上口以分別淸濁也. 內經云: 北方黑色, 入通於腎, 開竅於二陰. 二陰者, 腎之外竅也. 前曰溲便, 精血亦自此道出. 故男子水令居下, 火令居上; 女子水令居上, 火令居下. 所以男子由此分而爲水火未濟之卦, 女子由此分而爲水火旣濟之卦也. 後曰肛門, 肛門猶車之𨊧也, 爲肺下口, 號爲通事吏. 難經云: 下極爲魄門. 魄門者, 𨊧門也. 重十二兩, 大八寸, 徑二寸大半, 長二尺八寸, 受穀九升三合八分合之一. 熱則肛門腫縮, 閉塞不通; 寒則肛門脫出, 腸鳴洞泄. 狐惑, 傷寒證云: 蟲食其肛, 下唇有瘡. 諸証不同, 學者宜審之. ○髀股者, 足脛也. 膝者, 脛頭也. 膕者足腕也. 腨者, 足肚也. 一名腓腸. 趺者, 足面也. 足之六經流注之地. 足之三陽, 從頭走足; 足之三陰, 從足{至目=走腹@『靈樞經』}. 三陽之脉行足外廉, 皆循股也; 三陰之脉行足內廉, 皆循髀也. 唯膕中腨內, 陰陽上下行呼其閒. 至于膝, 則太陰陽明之脉皆循股而入膝, 少陽之脉則出膝外廉也. 足趺者, 足面繫鞋之所, 骨閒動脉應指名曰衝陽, 足陽明胃脉氣之所發也. 傷寒必胗此者, 以察其胃之有無也. 肝膽之脉雖亦循趺上下, 但所行各異其道. 夫十二經脉, 包羅一身, 無所不至矣. 昔紂妃妲己冬月見二少年朝涉, 謂紂曰: 一老生之子, 一少生之子. 紂曰: 何以知之? 妲己曰: 少生者耐寒, 髓滿脛也; 老生者畏寒, 髓不滿脛也. 紂斮其脛而觀之, 信然. 因知人之虛實, 由稟受之各異也. 內經曰: 腎生髓, 髓生肺. 子母之義. 孫眞人以髓應肝膽, 盖不失其本也. 夫髓爲精之根, 精爲血之本ㆍ命之元ㆍ身之主也, 豈可不持盈守成而保其有我哉.
BB	直指方
CC	諸陰諸陽論
ZZ	稟五行之氣, 而爲萬物之最靈者, 人也. 人稟五行之氣而生, 曰陰與陽, 誰獨無是哉. 心爲手少陰, 腎爲足少陰, 肺爲手太陰, 脾爲足太陰, 肝爲足厥陰, 心包絡爲手厥陰, 此手三陰足三陰之經也. 小腸曰手太陽, 膀胱曰足太陽, 大腸曰手陽明, 胃曰足陽明, 膽曰足少陽, 三焦曰手少陽, 此手三陽足三陽之經也. 陰六陽六, 合而爲人身之十二經. 是經者, 所以周環一身, 自上至下, 往來流通, 而無閒斷也. 其脉, 則於兩手三部應焉. 故自其身者言之: 腑爲陽, 臟爲陰; 外爲陽, 內爲陰; 上爲陽, 下爲陰; 頭戴陽, 足履陰; 背負陽, 腹抱陰; 氣屬陽而陽爲衛, 血屬陰而陰爲榮; 陽根於陰, 陰根於陽, 陰陽互根, 榮衛不息; 陽動所以爲陰之役使, 陰靜所以爲陽之鎭守; 呼出心與肺, 吸入肝與腎; 呼者因陽出, 吸者隨陰入, 呼吸之閒, 脾受穀味, 是則一身之陰陽也. 自其脉者推之: 關前爲陽, 陽得九分; 關後爲陰, 陰得一寸. 所以有主治之分. 浮之實大, 沈之損小, 曰陽盛陰虛; 沈之實大, 浮之損小, 曰陰盛陽虛. 所以有表裏之別. 脉居陽部而陰脉形, 脉居陰部而陽脉見. 陽虛則陰出而乘之, 陰虛則陽入而乘之, 及所以見寒暑, 則變之機. 至若陽生於尺, 動於寸; 陰生於寸, 動於尺. 牢ㆍ長ㆍ促ㆍ數之爲陽, 虛ㆍ短ㆍ結ㆍ代ㆍ動ㆍ細之爲陰. 浮ㆍ芤ㆍ滑ㆍ實ㆍ弦ㆍ緊ㆍ洪之爲表, 微ㆍ沈ㆍ緩ㆍ濇ㆍ遲ㆍ伏ㆍ濡ㆍ弱之爲裏. 陰病見陽脉者生, 陽病見陰脉者死. 是則六脉之陰陽也. 自其病者求之: 寸口浮疾, 陽中之陽, 病主身熱頭痛, 煩滿內熱; 寸口沈細, 陽中之陰, 病主少氣汗出, 悲傷不聊; 尺脉浮滑, 陰中之陽, 病主小腹痛滿, 大小便難; 尺脉沈細, 陰中之陰, 病主兩股酸疼, 陰癢遺瀝. 陰出於陽其病怒, 陽入於陰其病靜. 腑病欲得寒, 掀衣氣麁, 又欲見人者, 爲陽; 臟病欲得溫, 惡聞人聲, 閉戶獨處者, 爲陰. 腑病屬陽, 陽主動, 故其痛多走注而不止; 臟病屬陰, 陰主靜, 故其痛有常處而不移. 陽病旦靜, 陰病夜寧. 陽虛暮亂, 陰虛夜爭. 陰勝則寒, 陽勝則熱. 陰動則發熱, 陽動則有汗. 賊風客邪陽受之, 飮食居室陰受之. 陽受風氣, 傷風者先於上; 陰受濕氣, 傷濕者先於下. 其或邪居陽脉之閒, 則四肢熱盛而爲狂; 邪入陰脉之內, 則六經凝澁而爲痺. 無陽卽厥, 無陰卽嘔. 陽微不能呼, 陰微不能吸. 陽病不能俯, 陰病不能仰. 重陽者狂, 重陰者顚. 脫陽者見鬼, 脫陰者目盲. 是則諸病之陰陽也. 噫! 是固然矣. 抑古人所謂陰陽維蹻覆溢關格者, 又何如哉? 曰: 脉有陽維ㆍ陰維ㆍ陽蹻ㆍ陰蹻ㆍ衝ㆍ督ㆍ任ㆍ帶, 凡此奇經八脉, 別道而行, 如設溝渠, 以備水潦之溢, 病非自生, 盖諸經溢出而流入之也. 維者, 總持諸脉之綱維. {{陰陽不相維則悵然失志}} 蹻者, 健足行走之關要. 督言其都, 陽脉之會也. 任取其姙, 生養之原也. 衝者陰脉之通, 自足至頭, 通受諸經之氣血. 帶者廻繞於身, 總束諸脉, 取束帶之義焉. 故陽維之病若寒熱, 陰維之病苦心痛, 陽蹻之病陽急而狂奔, 陰蹻之病陰急而足直, 衝病則氣逆而裏急, 督病則脊強而折厥, 任病則男疝氣而女帶瘕, 帶病則腹脹滿而腰溶溶, 其衝任二經, 是又婦人乳血月候之所從出, 奇經之脉, 其如是乎. 關前爲陽脉, 當九分而浮, 若連倂而上至魚際者爲溢, 溢則外關內隔, 是爲陰乘; 關後爲陰脉, 當一寸而沈, 若連倂而下入尺澤者爲覆, 覆則內關外隔, 是爲陽乘. 寸脉皆虛爲陽虧, 尺脉皆虛爲陰虧. 寸脉下不至關爲陽絶, 尺脉上不至關爲陰絶. 虧猶庶幾, 絶與關隔, 眞危脉也. 覆溢虧絶, 其如是乎. 雖然, 人事不可不知也. 暴喜傷陽, 暴怒傷陰, 憂愁不意, 氣多厥逆, 七情所發, 病家謹焉. 甘辛之劑, 以之助陽, 酸苦之劑, 以之助陰, 有志活人者, 又當識此.
CC	問病論
ZZ	東坡先生嘗曰: 吾平生求醫, 盖於平時默驗其工拙至於有疾, 必先盡告以所患而後診視, 使醫者了然知厥疾之所在, 虛實冷熱先定于中, 則脉之疑似不能惑也, 故雖中醫療疾常愈, 吾求疾愈而已, 豈以困醫爲事哉. 誠哉斯言, 眞警迷濟世之砭劑也. 何者? 脉之與證相依而行, 脉者所以剖其證之未明, 證者所以索其脉之猶隱. 據脉以驗證, 所謂得手應心者是爾; 問證以參脉, 所謂醫者意也是爾. 烏可擧一而廢一哉. 私竊怪夫近世以來, 多秘所患以求診, 以此驗醫者之能否. 醫亦不屑下問, 孟浪一診, 以自挾其所長. 甚者病家從前誤藥, 或飮食居處有所諱誨, 雖問之而不以盡告, 遂至索病於冥漠之閒, 辨虛實冷熱於疑似之頃, 毫𨤲千里, 寧不委命一擲, 與人試伎乎. 此余於終篇, 所以特擧前輩格言, 以觧世俗之惑. 不然, 難經有謂, 問其所欲五味, 以知其病之所起所在者, 又果何意耶. {{大人小兒諸病瘥後, 飮食且須旋進, 常若不足, 毋使食氣傷胃, 其病復來, 大熱方退, 尤不可飽, 小兒傷乳, 熱復則同.}}
CC	論易簡方
ZZ	易簡方論, 前後活人不知其幾; 近世之士, 類以春秋之法繩之, 曰易簡繩愆, 曰增廣易簡, 曰續易簡論, 借古人之盛名, 以自伸其臆說. 吁! 王氏何負於人哉. 余謂易簡方論, 後學指南; 四時治要, 議論似之, 自有人心權度存焉耳. 況王氏晩年, 劑量更定者不一, 日月薄蝕, 何損於明. 若夫索瘢洗垢, 矯而過焉, 或者公論之所不予也.
BB	證治提綱
CC	得病有因
ZZ	治病活法, 雖貴於辨受病之證, 尤貴於問得病之因. 風則走注, 寒則拘攣, 暑則煩渴, 濕則重滯, 此受病之證然爾. 或耗於交淫, 或觸於驚怒, 或傷於酒食, 或深居簡出而受暑, 自非委曲尋問其因, 則以意治病, 豈不繆耶. 有人喉閒麻癢, 醫問其平日所嗜, 曰常喫鳩子, 乃知鳩食半夏苗, 以生薑治之而愈. 有人痰熱, 昬迷不醒, 醫問其喜食者何? 有曰酷好煎炙飛禽, 乃用紅圓子ㆍ小七香圓末之, 而入朱砂膏爲小圓, 薄荷泡湯灌下, 須臾卽蘇. 有人暑月深藏不出, 因客至于窓下, 忽爾倦怠力疲, 自作補湯, 得之反劇, 醫問其由, 連進兩服香薷散作效. 擧此爲例, 其他可推. 古云醫者意也, {苟不:구불!문맥상 ‘不苟’로 쓰는 것이 자연스러워 보임}究其得病之因, 其何以爲意會.
CC	治病當先救急
ZZ	治病如奕碁, 當先救急. 急者何? 救其重而略其輕也. 假如病人發熱經日, 服通利之劑, 泄瀉不止, 嘔吐大作, 粥藥不入, 而熱猶未已. 治法略去發熱一節, 且以定嘔進食爲先. 惟人參ㆍ生薑入些炙甘草煎湯, 調蘇合香圓, 嚥下養正丹, 斟酌圓數與之. 進劑以還, 嘔吐自定, 飮食漸進, 泄瀉亦自不作. 是元氣旣正, 縱有微熱, 特假熱耳, 人參ㆍ川芎ㆍ柴胡ㆍ甘草調理之.
CC	治病如操舟
ZZ	操舟在手, 當風波震蕩之衝, 一有轉移, 則舟覆矣. 醫權藥衡, 主持在我, 不可偏徇病家所欲, 尤不可張皇, 使病人驚. 閒有病家粗識皮膚, 辨難反覆, 萬勿惑焉. 又有瘥後觸犯再復, 隱諱不言, 須詰問其由, 庶得對病施藥.
CC	用藥中病不必盡劑
ZZ	治寒以溫, 治熱以涼, 但中病卽止, 矯枉則過正也. 盖涼藥頻施, 必至於嘔惡沈冷, 溫藥頻施, 必至於煩燥閧熱, 所貴酌量權度, 一毫無過用焉, 是爲活法.
CC	經常用藥自有奇功
ZZ	人有中年以上, 素挾風痰, 腹中時痛, 忽爾感冒, 雖已發散寒邪, 無復發熱頭疼之苦, 柰何風痰嘔吐俱作, 諸藥罔功. 但用伏苓二陳湯加南木香ㆍ白豆蔻作劑, 入生薑ㆍ烏梅同煎, 調蘇合香圓貳粒, 嚥下白圓子貳拾圓, 連續兩服, 嘔止痰消, 自然思食, 繼是以北參ㆍ川芎ㆍ橘皮ㆍ白豆蔻ㆍ炙甘草調之. 若通小便, 則於內加麥門冬; 若通大便, 則於內加枳殼, 以嚥神保圓肆伍圓, 大小腑一通, 頓遂勿藥之喜.
CC	論肝脾主病
ZZ	經曰: 人迎緊盛傷於寒, 氣口緊盛傷於食. 盖肝脉可以知風寒之出入, 脾脉可以驗飮食之盈虧. 肝亦主血, 脾亦主痰. 以其脉之虛實而益損之, 以其病之關繫而對治之, 君請擇斯二者.
CC	病人尺脉洪大
ZZ	此病在下部也, 當踈利而出之. 脉洪大主熱, 多是大小便不通; 或小腹結急, 臍下蓄血; 或腎氣攻刺, 發作奔豚; 或下焦停水, 外腎虛腫; 或風邪攻腎, 脚痺腰疼; 或腎臟風毒, 身下瘡癢. 當隨證體認, 以對病之劑主之, 大槪通利爲第一義, 臨診精思而熟審焉.
CC	水氣腎氣血氣風毒擒縱治法
ZZ	此等證候, 先以青皮ㆍ陳皮ㆍ枳殼ㆍ北梗ㆍ半夏ㆍ紫蘇ㆍ生薑ㆍ甘草, 觧其寒邪, 調其衛氣, 然後斟酌用十棗湯呑養正丹, 輕者却只用神保圓夾青木香圓, 以五靈脂入烏梅ㆍ濃蜜煎湯嚥下錢氏宣風散, 亦可以踈利風毒. 俟大便通快流行, 其痛已減, 繼是二陳湯加當歸ㆍ川芎ㆍ木香ㆍ縮砂輩調理之.
CC	退熱
ZZ	退熱用涼藥, 不可十分盡. 或餘熱些少未去, 不足關心, 自然無事. 否則熱去則寒起, 古人戒之. 一方多用川芎ㆍ伏苓ㆍ甘草, 少用白朮, 麁末水煎, 病後和胃, 收歛浮陽, 屢試得效.
CC	柴胡退熱不及黃芩
ZZ	若藥弗瞑眩, 厥疾弗瘳. 世俗治熱, 例用柴胡, 最爲穩當. 至若黃芩一輩, 則指爲大寒, 不敢用之. 不思藥病不相當, 鮮克有濟. 繼今退熱而熱不去者, 須用黃芩.
CC	退熱有法
ZZ	凡壯熱煩燥, 用柴胡ㆍ黃芩ㆍ大黃觧利之. 其熱乍輕而不退, 盍用黃芩ㆍ川芎ㆍ甘草ㆍ烏梅作劑, 或用黃連ㆍ生地黃ㆍ赤伏苓同煎, 臨熟入燈心壹捻主之, 其效亦速. 盖川芎ㆍ生地黃皆能調血, 心血一調, 其熱自退.
CC	滯血發熱
ZZ	其人脉濇, 必有漱水之證, 必有嘔惡痰涎之證, 必有兩脚厥冷之證, 亦必有小腹結急之證, 或唾紅, 或鼻衄, 此皆滯血作熱之明驗也. 用藥不止於柴胡ㆍ黃芩, 當以川芎ㆍ白芷ㆍ桃仁ㆍ五靈脂ㆍ甘草佐之. 大便秘結者, 於中更加大黃ㆍ濃蜜, 使滯血一通, 黑物流利, 則熱不復作.
CC	下後大腸熱腫墜重
ZZ	諸有裏熱, 法當通利大便, 然下後腸頭熱腫而墜重者, 此更有熱, 有瘀血挾氣, 而蓄在下焦也. 更用黃連ㆍ黃芩ㆍ大黃輩下之於內, 以炒阿膠ㆍ炒枳殼ㆍ百藥煎爲佐, 多入濃蜜幷烏梅同煎, 薑錢四五片可也.
CC	肚皮痛
ZZ	腎虛不能行水, 加之酒麵無度, 醉後輒睡, 酒與水交聚於腹中, 而麵毒復纏滯其氣, 是以水滲於肚皮而作痛矣. 治法: 錢氏宣風散用蜜水煎, 嚥下神保圓, 俟其大便流利, 然後以青木香圓壹分, 安腎圓倍之, 用二陳湯入少塩幷生薑同煎, 空心嚥下, 脾腎氣復, 自然向安.
CC	胷堂氣隔
ZZ	有肺經伏熱而氣隔者, 有痰水在上而氣隔者, 大槪以伏苓ㆍ半夏ㆍ枳殼ㆍ桔梗爲治法. 其肺熱者, 如聖湯加桑白皮佐之. 心下水氣者, 小半夏伏苓湯效. 胷煩, 活人書用山梔子.
BB	朱氏集驗方
CC	煮膠法{{梁國佐傳}}
ZZ	鹿角不以多少, 先用瓦缸盛水浸三日, 漉出用江中沙子揩洗, 要見黃色, 然後用鋸二寸長一塊, 別換江水再入缸浸三日. 用一大瓦鉢有盖者, 用塩泥和陳壁土作泥固濟, 隨鉢大小作一竈, 用第二次所浸水入鉢內和鹿角煮. 常以鐵甁燒水在竈門口, 如鉢內水耗一寸, 又添一寸, 斷不可添冷水. 須用純櫟炭, 凡三日三夜不可斷火, 以煮盡水爲度, 第四日早漉出用. 乘熱修去皮, 便成鹿角霜. 鉢內所餘汁, 須要熬取十分稠粘, 却用竹筒溜出, 掛在陰凍處, 隔宿卽凝結破開竹筒, 用布線鋸成餠子收頓.
ZZ	又煮膠法, 須用兩鍋, 一鍋常要溫湯, 凖備添用.
ZZ	又法: ▣▣鹿角不用自死者, 不以多少, 三寸許截斷, 去麁皮, 將鹿角於河水內浸七日, 其每日一易, 候日足洗淨, 鍋中煮. 每鹿角五斤, 用桑白皮半斤ㆍ楮實一斤ㆍ舶上硫黃二兩ㆍ朱砂二兩同煮之. 如水盡, 旋添湯, 及一伏時, 自然已軟; 或火不相繼未軟, 再煮一伏時. 如軟, 放冷取出於當風處掛起, 便可入藥. 用煮角水濾去諸藥, 慢火再熬, 便可爲膠.
CC	員藥法
ZZ	蜜劑, 每藥壹斤, 用蜜壹斤.
ZZ	麵糊劑, 每藥末壹斤, 用麵四兩. ▣米粉亦如之.
BB	儒門事親
CC	七方十齊繩墨訂
